index	oiposi	oinega	pname	nname	mrposi	mrnega	mlposi	mlnega	mdposi	mdnega	mtposi	mtnega	mfposi	mfnega	clposi	clnega	ctposi	ctnega	cfposi	cfnega	fbkposi	fbknega	pright	nright
1335	40	36	B1-A2	B1-A1	2.761341223	1.380670611	1.092	4.992	2.012	1.389	3.104	6.381	6	6	0.421	0.546	5.07	5.07	14	7	1	0	TRUE	FALSE
1336	14	9	B2-A1	B2-A2	2.169625247	0.246548323	9.361	2.028	1.653	1.7	11.014	3.728	6	6	0.437	0.39	5.07	4.056	11	1	1	0	TRUE	TRUE
1337	25	15	B2-A1	B2-A2	1.972386588	0	1.046	11.59	0.92	2.341	1.966	13.931	6	6	0.312	NA	5.07	4.056	10	0	2	1	TRUE	TRUE
1338	27	19	B2-A1	B2-A2	1.380670611	0.493096647	2.434	2.308	2.714	1.155	5.148	3.463	6	6	0.499	0.327	5.07	4.056	7	2	2	0	TRUE	TRUE
1339	35	20	B2-A1	B2-A2	1.380670611	1.380670611	0.858	0.78	0.827	1.56	1.685	2.34	6	6	0.265	0.28	5.07	5.07	7	7	0	2	TRUE	FALSE
1340	38	34	B2-A1	B2-A2	1.717229536	0.246548323	3.213	12.106	0.827	1.295	4.04	13.401	6	6	0.312	0.39	5.241	4.056	9	1	0	0	TRUE	TRUE
1341	3	8	A1-B1	A1-B2	2.564102564	0.986193294	2.137	3.775	1.279	1.232	3.416	5.007	6	6	0.53	0.39	5.07	5.07	13	5	1	0	TRUE	FALSE
1342	22	14	A1-B1	A1-B2	1.775147929	1.380670611	0.842	10	1.841	1.014	2.683	11.014	6	6	0.421	0.436	5.07	5.07	9	7	0	0	TRUE	FALSE
1343	30	17	A1-B1	A1-B2	2.35941801	0.986193294	1.482	9.579	0.874	0.795	2.356	10.374	6	6	0.297	0.546	5.086	5.07	12	5	0	1	TRUE	FALSE
1344	37	25	A1-B1	A1-B2	1.57790927	0.986193294	1.232	0.951	1.28	1.56	2.512	2.511	6	6	0.375	0.374	5.07	5.07	8	5	2	0	TRUE	FALSE
1345	38	39	A1-B1	A1-B2	2.169625247	0	1.529	1.248	1.248	1.263	2.777	2.511	6	6	0.328	NA	5.07	4.056	11	0	0	0	TRUE	TRUE
1346	1	2	A2-B2	A2-B1	1.183431953	0.788954635	0.843	1.279	1.497	1.264	2.34	2.543	6	6	0.39	0.296	5.07	5.07	6	4	2	0	TRUE	FALSE
1347	15	6	A2-B2	A2-B1	1.948558067	0.246548323	3.088	0.936	1.108	1.638	4.196	2.574	6	6	0.312	0.39	5.132	4.056	10	1	0	0	TRUE	TRUE
1348	16	11	A2-B2	A2-B1	0.986193294	0	7.987	3.869	1.42	3.416	9.407	7.285	6	6	0.593	NA	5.07	4.056	5	0	1	1	TRUE	TRUE
1349	31	18	A2-B2	A2-B1	2.564102564	0.788954635	5.054	4.945	1.201	1.123	6.255	6.068	6	6	0.39	0.577	5.07	5.07	13	4	1	1	TRUE	FALSE
1350	40	36	A2-B2	A2-B1	2.169625247	0	0.905	2.464	1.809	1.124	2.714	3.588	6	6	0.546	NA	5.07	4.056	11	0	1	0	TRUE	TRUE
1351	5	7	B1-A2	B1-A1	1.57790927	1.775147929	1.685	0.718	1.092	1.466	2.777	2.184	6	6	0.39	0.265	5.07	5.07	8	9	2	1	TRUE	FALSE
1352	19	12	B1-A2	B1-A1	1.972386588	0.493096647	0.999	1.591	0.78	1.154	1.779	2.745	6	6	0.265	0.53	5.07	4.056	10	2	5	0	TRUE	TRUE
1353	20	24	B1-A2	B1-A1	1.971997634	0.591715976	3.261	4.446	1.17	1.155	4.431	5.601	6	6	0.749	0.468	5.071	5.07	10	3	3	0	TRUE	FALSE
1354	26	27	B1-A2	B1-A1	1.775147929	0.986193294	1.389	4.633	1.123	1.654	2.512	6.287	6	6	0.234	0.452	5.07	5.07	9	5	0	0	TRUE	FALSE
1355	32	29	B1-A2	B1-A1	1.183431953	1.148105626	7.987	0.671	1.654	1.435	9.641	2.106	6	6	0.453	0.234	5.07	5.226	6	6	4	0	TRUE	FALSE
1356	9	4	B2-A1	B2-A2	2.564102564	0.493096647	1.436	9.61	1.201	1.372	2.637	10.982	6	6	0.39	0.499	5.07	4.056	13	2	2	1	TRUE	TRUE
1357	10	21	B2-A1	B2-A2	1.972386588	0.246548323	4.758	1.95	1.856	0.905	6.614	2.855	6	6	0.421	0.281	5.07	4.056	10	1	2	0	TRUE	TRUE
1358	13	23	B2-A1	B2-A2	1.57790927	1.380670611	0.686	3.682	1.279	1.388	1.965	5.07	6	6	0.312	0.421	5.07	5.07	8	7	1	1	TRUE	FALSE
1359	34	28	B2-A1	B2-A2	2.761341223	0.493096647	1.295	1.685	1.404	1.138	2.699	2.823	6	6	0.343	0.374	5.07	4.056	14	2	1	0	TRUE	TRUE
1360	35	33	B2-A1	B2-A2	1.57790927	0.591715976	20.764	4.274	1.903	1.17	22.667	5.444	6	6	0.561	0.453	5.07	5.07	8	3	0	0	TRUE	FALSE
1361	3	5	A1-B1	A1-B2	2.540551104	0	2.184	1.747	1.498	1.108	3.682	2.855	6	6	0.359	NA	5.117	4.056	13	0	1	1	TRUE	TRUE
1362	8	14	A1-B1	A1-B2	1.717229536	0	1.918	13.151	0.968	1.685	2.886	14.836	6	6	0.312	NA	5.241	4.056	9	0	3	0	TRUE	TRUE
1363	24	19	A1-B1	A1-B2	1.972386588	0	1.029	6.427	0.905	1.513	1.934	7.94	6	6	0.327	NA	5.07	4.056	10	0	3	0	TRUE	TRUE
1364	27	23	A1-B1	A1-B2	0.493096647	0	1.342	7.971	1.669	1.295	3.011	9.266	6	6	0.343	NA	4.056	4.056	2	0	0	0	FALSE	TRUE
1365	28	26	A1-B1	A1-B2	1.77479787	0.246548323	1.576	5.257	0.983	2.402	2.559	7.659	6	6	0.484	0.936	5.071	4.056	9	1	3	0	TRUE	TRUE
1366	10	2	A2-B2	A2-B1	1.972386588	0.986193294	2.356	2.746	0.998	0.764	3.354	3.51	6	6	0.265	0.39	5.07	5.07	10	5	4	0	TRUE	FALSE
1367	11	9	A2-B2	A2-B1	0.246548323	1.380670611	8.314	5.522	1.061	1.17	9.375	6.692	6	6	0.593	0.359	4.056	5.07	1	7	0	0	FALSE	FALSE
1368	13	21	A2-B2	A2-B1	2.564102564	0	0.92	8.595	1.186	2.621	2.106	11.216	6	6	0.358	NA	5.07	4.056	13	0	2	1	TRUE	TRUE
1369	20	32	A2-B2	A2-B1	2.761341223	0.986193294	0.624	1.06	1.451	0.687	2.075	1.747	6	6	0.343	0.421	5.07	5.07	14	5	2	0	TRUE	FALSE
1370	34	40	A2-B2	A2-B1	2.169625247	0.246548323	0.64	5.382	1.154	1.669	1.794	7.051	6	6	0.452	0.374	5.07	4.056	11	1	1	1	TRUE	TRUE
1371	4	7	B1-A2	B1-A1	1.57790927	2.761341223	6.661	1.638	2.496	1.638	9.157	3.276	6	6	0.811	0.296	5.07	5.07	8	14	2	0	TRUE	FALSE
1372	17	15	B1-A2	B1-A1	2.309913378	1.380670611	3.073	1.45	1.264	1.155	4.337	2.605	6	6	0.406	0.312	5.195	5.07	12	7	0	0	TRUE	FALSE
1373	22	33	B1-A2	B1-A1	2.760796687	0.493096647	1.139	3.385	1.139	1.981	2.278	5.366	6	6	0.687	0.296	5.071	4.056	14	2	0	2	TRUE	TRUE
1374	36	37	B1-A2	B1-A1	2.761341223	1.183431953	1.139	30.264	0.858	1.779	1.997	32.043	6	6	0.327	1.014	5.07	5.07	14	6	1	1	TRUE	FALSE
1375	38	39	B1-A2	B1-A1	2.922837101	1.183431953	2.543	21.419	1.233	1.622	3.776	23.041	6	6	0.39	0.452	5.132	5.07	15	6	1	0	TRUE	FALSE
1376	1	6	B2-A1	B2-A2	2.169625247	3.550295858	0.733	0.889	0.656	0.796	1.389	1.685	6	6	0.344	0.327	5.07	5.07	11	18	1	0	TRUE	FALSE
1377	18	12	B2-A1	B2-A2	2.564102564	0.246548323	8.362	2.418	0.811	1.139	9.173	3.557	6	6	0.624	0.312	5.07	4.056	13	1	0	0	TRUE	TRUE
1378	25	16	B2-A1	B2-A2	1.57790927	0.246548323	10.53	1.513	1.295	0.936	11.825	2.449	6	6	0.468	0.421	5.07	4.056	8	1	3	0	TRUE	TRUE
1379	29	31	B2-A1	B2-A2	1.972386588	1.77479787	10.764	0.858	2.278	0.968	13.042	1.826	6	6	0.826	0.297	5.07	5.071	10	9	3	0	TRUE	FALSE
1380	30	35	B2-A1	B2-A2	0.493096647	0.246548323	7.285	23.993	1.904	0.936	9.189	24.929	6	6	0.344	0.312	4.056	4.056	2	1	0	0	FALSE	TRUE
1381	1	2	A1-B1	A1-B2	2.949272513	0.491159136	1.623	27.035	0.764	1.139	2.387	28.174	6	6	0.468	0.905	5.086	4.072	15	2	4	0	TRUE	TRUE
1382	9	16	A1-B1	A1-B2	0	0.986193294	2.34	1.357	1.233	1.341	3.573	2.698	6	6	NA	0.468	4.056	5.07	0	5	0	1	FALSE	FALSE
1383	12	26	A1-B1	A1-B2	2.366863905	0.246548323	2.184	1.123	0.951	1.373	3.135	2.496	6	6	0.453	0.468	5.07	4.056	12	1	5	1	TRUE	TRUE
1384	28	30	A1-B1	A1-B2	1.380670611	0.788954635	20.202	170.993	1.045	1.185	21.247	172.178	6	6	0.452	0.484	5.07	5.07	7	4	0	0	TRUE	FALSE
1385	29	38	A1-B1	A1-B2	2.366863905	0.986193294	12.402	2.106	1.139	0.998	13.541	3.104	6	6	0.374	0.358	5.07	5.07	12	5	2	0	TRUE	FALSE
1386	3	19	A2-B2	A2-B1	2.366863905	0	4.165	4.711	1.217	1.638	5.382	6.349	6	6	0.328	NA	5.07	4.056	12	0	3	1	TRUE	TRUE
1387	5	23	A2-B2	A2-B1	1.930874686	0	11.123	1.528	1.201	1.03	12.324	2.558	6	6	0.717	NA	5.179	4.056	10	0	2	0	TRUE	TRUE
1388	13	32	A2-B2	A2-B1	1.380670611	0.246548323	4.009	1.248	1.014	0.733	5.023	1.981	6	6	0.546	0.328	5.07	4.056	7	1	2	1	TRUE	TRUE
1389	34	33	A2-B2	A2-B1	0.788954635	0.986193294	1.31	2.262	1.841	0.951	3.151	3.213	6	6	0.358	0.53	5.07	5.07	4	5	5	3	TRUE	FALSE
1390	35	39	A2-B2	A2-B1	2.564102564	0	1.794	1.684	1.077	0.796	2.871	2.48	6	6	0.639	NA	5.07	4.056	13	0	1	0	TRUE	TRUE
1391	10	7	B1-A2	B1-A1	2.169625247	1.775147929	1.014	1.108	1.077	0.78	2.091	1.888	6	6	0.312	0.281	5.07	5.07	11	9	1	1	TRUE	FALSE
1392	14	15	B1-A2	B1-A1	1.775147929	0.591715976	1.841	5.117	8.767	0.983	10.608	6.1	6	6	0.53	0.78	5.07	5.07	9	3	8	0	TRUE	FALSE
1393	18	27	B1-A2	B1-A1	1.972386588	0.493096647	0.999	1.607	1.092	2.823	2.091	4.43	6	6	0.468	1.233	5.07	4.056	10	2	4	0	TRUE	TRUE
1394	20	31	B1-A2	B1-A1	1.972386588	0.591715976	1.263	3.37	0.827	2.074	2.09	5.444	6	6	0.421	0.53	5.07	5.07	10	3	4	1	TRUE	FALSE
1395	21	36	B1-A2	B1-A1	1.380670611	0	6.786	18.408	1.591	0.936	8.377	19.344	6	6	0.468	NA	5.07	4.056	7	0	1	2	TRUE	TRUE
1396	4	6	B2-A1	B2-A2	2.564102564	0	13.478	5.476	0.999	0.826	14.477	6.302	6	6	0.483	NA	5.07	4.056	13	0	2	0	TRUE	TRUE
1397	17	8	B2-A1	B2-A2	2.169625247	1.183431953	0.952	5.632	0.749	1.451	1.701	7.083	6	6	0.5	0.514	5.07	5.07	11	6	0	0	TRUE	FALSE
1398	24	11	B2-A1	B2-A2	1.972386588	0.788954635	13.619	5.912	0.78	0.796	14.399	6.708	6	6	0.436	0.561	5.07	5.07	10	4	2	0	TRUE	FALSE
1399	37	22	B2-A1	B2-A2	1.960399922	0.246548323	7.862	2.465	1.077	0.983	8.939	3.448	6	6	0.624	0.328	5.101	4.056	10	1	2	0	TRUE	TRUE
1400	40	25	B2-A1	B2-A2	0.788954635	0.493096647	0.796	1.841	0.842	1.154	1.638	2.995	6	6	0.702	3.65	5.07	4.056	4	2	3	2	TRUE	TRUE
1401	4	5	A1-B1	A1-B2	3.117692907	0.246548323	9.25	18.111	1.17	1.56	10.42	19.671	6	6	0.358	0.546	5.132	4.056	16	1	0	0	TRUE	TRUE
1402	13	12	A1-B1	A1-B2	2.564102564	0.493096647	4.602	0.967	0.749	0.858	5.351	1.825	6	6	0.359	0.327	5.07	4.056	13	2	2	0	TRUE	TRUE
1403	16	27	A1-B1	A1-B2	3.136025088	0	2.683	1.185	0.765	0.858	3.448	2.043	6	6	0.312	NA	5.102	4.056	16	0	1	1	TRUE	TRUE
1404	35	29	A1-B1	A1-B2	2.169625247	0.246548323	1.294	1.092	1.28	0.998	2.574	2.09	6	6	0.437	0.593	5.07	4.056	11	1	0	0	TRUE	TRUE
1405	37	36	A1-B1	A1-B2	2.169197397	0.73964497	1.201	1.653	1.077	0.999	2.278	2.652	6	6	0.406	0.64	5.071	4.056	11	3	3	0	TRUE	TRUE
1406	3	8	A2-B2	A2-B1	2.896312029	1.380670611	2.091	3.369	1.56	1.092	3.651	4.461	6	6	0.421	0.359	5.179	5.07	15	7	3	0	TRUE	FALSE
1407	14	24	A2-B2	A2-B1	0.73964497	0.246548323	1.498	2.277	0.842	1.747	2.34	4.024	6	6	0.343	0.437	4.056	4.056	3	1	0	1	FALSE	TRUE
1408	18	28	A2-B2	A2-B1	2.564102564	0.986193294	0.936	5.928	0.967	1.373	1.903	7.301	6	6	0.312	0.328	5.07	4.056	13	4	2	0	TRUE	TRUE
1409	20	31	A2-B2	A2-B1	3.15581854	0.986193294	1.17	0.78	0.765	0.952	1.935	1.732	6	6	0.375	0.64	5.07	4.056	16	4	2	0	TRUE	TRUE
1410	33	34	A2-B2	A2-B1	2.169625247	0.986193294	3.338	2.87	1.248	1.498	4.586	4.368	6	6	0.359	0.343	5.07	5.07	11	5	0	0	TRUE	FALSE
1411	6	1	B1-A2	B1-A1	2.958579882	0.493096647	2.995	141.15	1.108	0.983	4.103	142.133	6	6	0.296	0.843	5.07	4.056	15	2	1	0	TRUE	TRUE
1412	9	2	B1-A2	B1-A1	2.366863905	1.57790927	11.092	3.151	0.718	1.451	11.81	4.602	6	6	0.296	0.374	5.07	5.07	12	8	4	1	TRUE	FALSE
1413	15	7	B1-A2	B1-A1	2.761341223	0	1.03	3.229	1.076	1.342	2.106	4.571	6	6	0.25	NA	5.07	4.056	14	0	1	0	TRUE	TRUE
1414	30	10	B1-A2	B1-A1	1.380670611	0.73964497	2.075	3.198	1.248	3.526	3.323	6.724	6	6	0.437	0.904	5.07	4.056	7	3	3	1	TRUE	TRUE
1415	32	22	B1-A2	B1-A1	2.564102564	0.246548323	6.614	10.624	1.311	1.279	7.925	11.903	6	6	0.405	0.328	5.07	4.056	13	1	1	0	TRUE	TRUE
1416	11	17	B2-A1	B2-A2	2.958579882	0.246487552	1.154	2.308	1.139	1.28	2.293	3.588	6	6	0.374	0.312	5.07	4.057	15	1	0	0	TRUE	TRUE
1417	21	19	B2-A1	B2-A2	1.775147929	0	0.92	1.404	0.983	0.983	1.903	2.387	6	6	0.343	NA	5.07	4.056	9	0	7	2	TRUE	TRUE
1418	23	25	B2-A1	B2-A2	2.366863905	0	0.624	1.342	0.967	1.373	1.591	2.715	6	6	0.281	NA	5.07	4.056	12	0	4	0	TRUE	TRUE
1419	26	38	B2-A1	B2-A2	1.972386588	1.183431953	0.748	2.152	0.78	1.217	1.528	3.369	6	6	0.265	0.265	5.07	5.07	10	6	5	1	TRUE	FALSE
1420	40	39	B2-A1	B2-A2	2.761341223	0.985998817	1.528	2.106	0.874	0.796	2.402	2.902	6	6	0.405	0.375	5.07	5.071	14	5	1	0	TRUE	FALSE
