index	oiposi	oinega	pname	nname	mrposi	mrnega	mlposi	mlnega	mdposi	mdnega	mtposi	mtnega	mfposi	mfnega	clposi	clnega	ctposi	ctnega	cfposi	cfnega	fbkposi	fbknega	pright	nright
881	3	6	A1-B1	A1-B2	2.366863905	0.246548323	1.279	5.398	1.233	1.123	2.512	6.521	6	6	0.5	0.982	5.07	4.056	12	1	0	0	TRUE	TRUE
882	11	7	A1-B1	A1-B2	1.77479787	0	37.814	3.869	0.89	1.918	38.704	5.787	6	6	0.609	NA	5.071	4.056	9	0	0	0	TRUE	TRUE
883	27	9	A1-B1	A1-B2	0.788954635	0.246548323	1.591	1.81	0.983	1.279	2.574	3.089	6	6	0.873	1.123	5.07	4.056	4	1	0	0	TRUE	TRUE
884	28	17	A1-B1	A1-B2	1.972386588	2.564102564	1.03	0.889	1.248	0.936	2.278	1.825	6	6	0.468	0.421	5.07	5.07	10	13	0	1	TRUE	FALSE
885	30	22	A1-B1	A1-B2	3.528719859	2.564102564	1.42	12.433	1.232	1.155	2.652	13.588	6	6	0.421	0.67	5.101	5.07	18	13	0	0	TRUE	FALSE
886	5	1	A2-B2	A2-B1	3.061615002	2.958579882	1.357	1.06	0.671	0.765	2.028	1.825	6	6	0.546	0.452	5.226	5.07	16	15	0	0	TRUE	FALSE
887	14	4	A2-B2	A2-B1	3.15581854	0.986193294	0.967	1.17	1.155	1.419	2.122	2.589	6	6	0.296	0.593	5.07	5.07	16	5	1	3	TRUE	FALSE
888	18	8	A2-B2	A2-B1	2.296211251	1.972386588	1.42	3.292	1.435	1.482	2.855	4.774	6	6	0.718	0.546	5.226	5.07	12	10	0	2	TRUE	FALSE
889	24	29	A2-B2	A2-B1	1.183431953	0.246487552	1.435	3.775	1.591	1.545	3.026	5.32	6	6	0.671	1.436	5.07	4.057	6	1	1	0	TRUE	TRUE
890	34	40	A2-B2	A2-B1	1.775147929	1.775147929	1.185	10.733	1.077	1.076	2.262	11.809	6	6	0.421	0.358	5.07	5.07	9	9	0	1	TRUE	FALSE
891	2	15	B1-A2	B1-A1	2.958579882	3.353057199	1.388	1.919	1.076	1.467	2.464	3.386	6	6	0.562	0.749	5.07	5.07	15	17	0	0	TRUE	FALSE
892	10	20	B1-A2	B1-A1	0.986193294	0.986193294	1.435	1.263	0.874	0.858	2.309	2.121	6	6	0.733	0.406	5.07	5.07	5	5	1	0	TRUE	FALSE
893	12	32	B1-A2	B1-A1	2.564102564	0.591715976	14.227	6.864	1.123	1.076	15.35	7.94	6	6	0.608	0.686	5.07	5.07	13	3	0	0	TRUE	FALSE
894	26	33	B1-A2	B1-A1	1.972386588	1.380670611	1.295	1.217	2.948	0.936	4.243	2.153	6	6	0.437	0.453	5.07	5.07	10	7	1	0	TRUE	FALSE
895	31	37	B1-A2	B1-A1	2.761341223	1.775147929	2.668	1.716	1.201	2.792	3.869	4.508	6	6	0.593	0.468	5.07	5.07	14	9	0	3	TRUE	FALSE
896	16	13	B2-A1	B2-A2	1.57790927	2.564102564	1.216	1.107	1.139	0.936	2.355	2.043	6	6	0.172	0.64	5.07	5.07	8	13	0	1	TRUE	FALSE
897	21	19	B2-A1	B2-A2	1.176009408	1.57790927	3.136	0.905	0.983	1.061	4.119	1.966	6	6	0.437	0.733	5.102	5.07	6	8	0	0	TRUE	FALSE
898	36	23	B2-A1	B2-A2	1.972386588	2.169625247	1.7	1.185	1.155	1.217	2.855	2.402	6	6	0.296	0.468	5.07	5.07	10	11	0	1	TRUE	FALSE
899	38	25	B2-A1	B2-A2	1.57790927	0.246548323	1.389	1.529	1.825	1.201	3.214	2.73	6	6	0.561	0.702	5.07	4.056	8	1	0	0	TRUE	TRUE
900	39	35	B2-A1	B2-A2	2.366863905	0.591715976	1.092	9.126	1.263	1.591	2.355	10.717	6	6	0.905	0.483	5.07	5.07	12	3	1	0	TRUE	FALSE
901	11	2	A1-B1	A1-B2	2.366863905	0.986193294	1.7	3.416	0.796	1.389	2.496	4.805	6	6	0.343	0.499	5.07	5.07	12	5	0	0	TRUE	FALSE
902	14	7	A1-B1	A1-B2	1.380670611	1.183431953	1.825	2.09	2.028	3.308	3.853	5.398	6	6	0.452	0.344	5.07	5.07	7	6	1	2	TRUE	FALSE
903	28	9	A1-B1	A1-B2	0.493096647	0.788954635	10.842	32.074	1.56	1.529	12.402	33.603	6	6	0.655	0.531	4.056	5.07	2	4	2	0	FALSE	FALSE
904	34	37	A1-B1	A1-B2	3.15581854	0	1.342	5.242	0.889	1.388	2.231	6.63	6	6	0.437	NA	5.07	4.056	16	0	0	0	TRUE	TRUE
905	39	38	A1-B1	A1-B2	0.788954635	1.966568338	7.737	1.154	0.858	1.638	8.595	2.792	6	6	0.499	0.592	5.07	5.085	4	10	0	0	TRUE	FALSE
906	6	21	A2-B2	A2-B1	2.169625247	0	1.404	1.638	1.342	0.983	2.746	2.621	6	6	0.39	NA	5.07	4.056	11	0	0	0	TRUE	TRUE
907	8	22	A2-B2	A2-B1	2.949852507	1.972386588	1.373	2.043	1.45	0.827	2.823	2.87	6	6	0.358	0.327	5.085	5.07	15	10	0	2	TRUE	FALSE
908	15	29	A2-B2	A2-B1	0	0.246548323	1.326	1.326	0.874	1.607	2.2	2.933	6	6	NA	0.296	4.056	4.056	0	1	1	0	FALSE	TRUE
909	20	35	A2-B2	A2-B1	1.380670611	0	2.043	6.817	2.606	1.997	4.649	8.814	6	6	0.656	NA	5.07	4.056	7	0	1	0	TRUE	TRUE
910	31	40	A2-B2	A2-B1	2.169625247	0	5.569	1.03	0.967	0.951	6.536	1.981	6	6	0.998	NA	5.07	4.056	11	0	0	0	TRUE	TRUE
911	18	3	B1-A2	B1-A1	1.972386588	0.986193294	2.277	1.03	1.857	1.232	4.134	2.262	6	6	0.405	0.499	5.07	5.07	10	5	3	0	TRUE	FALSE
912	19	4	B1-A2	B1-A1	1.775147929	1.775147929	1.934	1.311	2.746	1.575	4.68	2.886	6	6	0.546	0.265	5.07	5.07	9	9	2	1	TRUE	FALSE
913	26	16	B1-A2	B1-A1	3.353057199	0.591715976	1.669	1.373	1.279	1.763	2.948	3.136	6	6	0.826	0.843	5.07	5.07	17	3	0	0	TRUE	FALSE
914	27	17	B1-A2	B1-A1	1.57790927	1.380670611	4.524	1.404	2.044	1.046	6.568	2.45	6	6	0.499	0.515	5.07	5.07	8	7	1	0	TRUE	FALSE
915	36	25	B1-A2	B1-A1	2.564102564	0.986193294	1.092	4.415	0.998	1.326	2.09	5.741	6	6	0.343	0.53	5.07	5.07	13	5	2	0	TRUE	FALSE
916	1	5	B2-A1	B2-A2	1.775147929	2.169625247	4.618	2.418	1.497	1.342	6.115	3.76	6	6	0.312	0.328	5.07	5.07	9	11	1	1	TRUE	FALSE
917	12	10	B2-A1	B2-A2	2.366863905	1.57790927	6.833	1.872	1.341	1.217	8.174	3.089	6	6	0.764	0.344	5.07	5.07	12	8	0	0	TRUE	FALSE
918	23	13	B2-A1	B2-A2	1.972386588	0	1.685	6.942	0.936	1.279	2.621	8.221	6	6	0.296	NA	5.07	4.056	10	0	0	1	TRUE	TRUE
919	24	32	B2-A1	B2-A2	1.743172574	0.493096647	1.638	4.992	1.607	1.638	3.245	6.63	6	6	0.546	0.796	5.163	4.056	9	2	0	0	TRUE	TRUE
920	30	33	B2-A1	B2-A2	1.972386588	1.183431953	1.341	1.435	1.701	0.858	3.042	2.293	6	6	0.39	0.312	5.07	5.07	10	6	0	0	TRUE	FALSE
921	5	9	A1-B1	A1-B2	1.380670611	1.57790927	1.373	1.31	1.544	1.997	2.917	3.307	6	6	0.608	0.639	5.07	5.07	7	8	0	2	TRUE	FALSE
922	6	25	A1-B1	A1-B2	1.775147929	0	2.324	6.646	1.342	1.794	3.666	8.44	6	6	0.982	NA	5.07	4.056	9	0	0	0	TRUE	TRUE
923	7	27	A1-B1	A1-B2	2.169625247	1.183431953	2.465	2.902	3.323	1.482	5.788	4.384	6	6	0.702	0.639	5.07	5.07	11	6	0	1	TRUE	FALSE
924	20	32	A1-B1	A1-B2	1.380670611	0.986193294	1.388	2.559	2.028	1.029	3.416	3.588	6	6	0.452	0.624	5.07	5.07	7	5	0	0	TRUE	FALSE
925	24	33	A1-B1	A1-B2	2.169625247	1.183431953	4.446	3.088	1.123	1.248	5.569	4.336	6	6	0.748	0.468	5.07	5.07	11	6	0	0	TRUE	FALSE
926	1	3	A2-B2	A2-B1	2.169625247	1.380670611	1.591	0.998	1.155	1.576	2.746	2.574	6	6	0.453	0.452	5.07	5.07	11	7	0	0	TRUE	FALSE
927	14	10	A2-B2	A2-B1	1.972386588	0.788954635	1.107	1.904	1.124	1.029	2.231	2.933	6	6	0.436	0.655	5.07	5.07	10	4	0	1	TRUE	FALSE
928	17	16	A2-B2	A2-B1	2.366863905	0	1.435	1.014	0.858	1.185	2.293	2.199	6	6	0.562	NA	5.07	4.056	12	0	0	0	TRUE	TRUE
929	30	26	A2-B2	A2-B1	1.577598107	0.788954635	2.746	1.404	1.108	1.17	3.854	2.574	6	6	0.624	0.608	5.071	5.07	8	4	2	0	TRUE	FALSE
930	34	31	A2-B2	A2-B1	3.15581854	0.986193294	1.7	4.477	1.233	1.685	2.933	6.162	6	6	0.296	0.53	5.07	5.07	16	5	0	0	TRUE	FALSE
931	12	4	B1-A2	B1-A1	2.761341223	1.183431953	1.576	1.435	1.341	1.451	2.917	2.886	6	6	0.312	0.281	5.07	5.07	14	6	1	0	TRUE	FALSE
932	15	8	B1-A2	B1-A1	1.380670611	0	2.044	4.945	2.511	2.122	4.555	7.067	6	6	0.874	NA	5.07	4.056	7	0	2	0	TRUE	TRUE
933	23	11	B1-A2	B1-A1	1.775147929	0.591715976	0.796	1.513	1.107	1.201	1.903	2.714	6	6	0.64	0.483	5.07	5.07	9	3	2	1	TRUE	FALSE
934	35	13	B1-A2	B1-A1	2.862049227	0.246548323	5.787	5.132	1.233	1.966	7.02	7.098	6	6	0.686	1.466	5.241	4.056	15	1	0	0	TRUE	TRUE
935	38	39	B1-A2	B1-A1	3.15581854	0	1.108	9.641	0.733	1.31	1.841	10.951	6	6	0.39	NA	5.07	4.056	16	0	1	0	TRUE	TRUE
936	18	2	B2-A1	B2-A2	1.972386588	2.761341223	11.076	1.7	1.684	1.498	12.76	3.198	6	6	0.998	0.468	5.07	5.07	10	14	1	0	TRUE	FALSE
937	21	19	B2-A1	B2-A2	1.775147929	1.57790927	8.517	5.569	1.155	1.763	9.672	7.332	6	6	0.452	0.577	5.07	5.07	9	8	0	1	TRUE	FALSE
938	29	22	B2-A1	B2-A2	2.352479906	0.788954635	1.341	6.771	0.874	1.45	2.215	8.221	6	6	0.483	0.811	5.101	5.07	12	4	0	0	TRUE	FALSE
939	36	28	B2-A1	B2-A2	1.972386588	0.246548323	2.792	1.794	1.03	0.967	3.822	2.761	6	6	0.561	1.123	5.07	4.056	10	1	0	0	TRUE	TRUE
940	40	37	B2-A1	B2-A2	3.15581854	0.788954635	1.123	6.505	0.749	1.279	1.872	7.784	6	6	0.312	0.624	5.07	5.07	16	4	0	0	TRUE	FALSE
941	23	3	A1-B1	A1-B2	2.761341223	0.986193294	1.014	8.861	0.936	1.529	1.95	10.39	6	6	0.328	0.514	5.07	5.07	14	5	1	0	TRUE	FALSE
942	26	6	A1-B1	A1-B2	2.761341223	0.788954635	5.382	7.332	1.591	0.967	6.973	8.299	6	6	0.468	0.468	5.07	5.07	14	4	0	0	TRUE	FALSE
943	35	20	A1-B1	A1-B2	0	1.775147929	6.271	1.045	1.248	0.999	7.519	2.044	6	6	NA	0.344	4.056	5.07	0	9	0	1	FALSE	FALSE
944	36	22	A1-B1	A1-B2	2.958579882	0.591715976	1.107	3.713	1.451	1.903	2.558	5.616	6	6	0.39	0.561	5.07	5.07	15	3	0	0	TRUE	FALSE
945	40	31	A1-B1	A1-B2	2.366863905	0.591715976	1.014	1.622	1.138	1.716	2.152	3.338	6	6	0.249	0.359	5.07	5.07	12	3	0	0	TRUE	FALSE
946	1	10	A2-B2	A2-B1	1.183431953	0.788954635	0.67	13.182	0.905	1.092	1.575	14.274	6	6	0.562	0.375	5.07	5.07	6	4	5	1	TRUE	FALSE
947	2	18	A2-B2	A2-B1	1.972386588	0	1.217	6.49	0.92	1.185	2.137	7.675	6	6	0.764	NA	5.07	4.056	10	0	1	0	TRUE	TRUE
948	12	19	A2-B2	A2-B1	2.958579882	0.788954635	1.904	0.936	1.965	1.045	3.869	1.981	6	6	0.25	0.343	5.07	5.07	15	4	1	0	TRUE	FALSE
949	16	30	A2-B2	A2-B1	2.761341223	0	1.154	6.24	1.17	1.467	2.324	7.707	6	6	0.468	NA	5.07	4.056	14	0	0	0	TRUE	TRUE
950	34	38	A2-B2	A2-B1	2.564102564	0.591715976	1.279	1.857	1.326	1.014	2.605	2.871	6	6	0.608	0.344	5.07	5.07	13	3	0	0	TRUE	FALSE
951	5	11	B1-A2	B1-A1	3.353057199	0.986193294	1.154	2.293	2.028	1.514	3.182	3.807	6	6	0.296	0.234	5.07	5.07	17	5	0	0	TRUE	FALSE
952	9	13	B1-A2	B1-A1	2.913752914	0.986193294	1.076	7.16	1.201	1.139	2.277	8.299	6	6	0.312	0.296	5.148	5.07	15	5	1	0	TRUE	FALSE
953	15	14	B1-A2	B1-A1	2.761341223	1.57790927	1.31	1.7	1.467	1.685	2.777	3.385	6	6	0.28	0.296	5.07	5.07	14	8	0	0	TRUE	FALSE
954	17	27	B1-A2	B1-A1	2.169625247	0.246548323	5.756	9.001	1.482	2.059	7.238	11.06	6	6	0.546	0.499	5.07	4.056	11	1	0	1	TRUE	TRUE
955	29	32	B1-A2	B1-A1	2.564102564	0.591715976	2.574	1.279	1.575	0.952	4.149	2.231	6	6	0.562	0.281	5.07	5.07	13	3	0	0	TRUE	FALSE
956	7	4	B2-A1	B2-A2	2.564102564	0.493096647	1.841	1.061	0.967	1.107	2.808	2.168	6	6	0.312	0.312	5.07	4.056	13	2	0	0	TRUE	TRUE
957	21	8	B2-A1	B2-A2	3.15581854	0.246548323	1.186	10.405	0.827	0.92	2.013	11.325	6	6	0.437	0.874	5.07	4.056	16	1	0	0	TRUE	TRUE
958	25	24	B2-A1	B2-A2	2.761341223	1.380670611	1.139	3.713	1.887	1.731	3.026	5.444	6	6	0.359	0.421	5.07	5.07	14	7	0	0	TRUE	FALSE
959	28	37	B2-A1	B2-A2	1.722158439	2.169625247	1.248	9.641	1.778	1.7	3.026	11.341	6	6	0.562	0.421	5.226	5.07	9	11	0	0	TRUE	FALSE
960	33	39	B2-A1	B2-A2	2.958579882	0.246548323	3.588	1.857	1.217	2.621	4.805	4.478	6	6	0.405	0.312	5.07	4.056	15	1	0	1	TRUE	TRUE
961	10	8	A1-B1	A1-B2	2.563596924	0.986193294	1.248	5.538	0.78	1.388	2.028	6.926	6	6	0.359	0.453	5.071	5.07	13	5	1	0	TRUE	FALSE
962	11	12	A1-B1	A1-B2	2.564102564	0.591715976	5.008	1.28	1.045	2.308	6.053	3.588	6	6	0.592	0.514	5.07	5.07	13	3	1	3	TRUE	FALSE
963	18	15	A1-B1	A1-B2	2.366863905	0.246548323	0.811	6.24	1.7	1.404	2.511	7.644	6	6	0.39	0.405	5.07	4.056	12	1	1	0	TRUE	TRUE
964	29	17	A1-B1	A1-B2	2.958579882	0	1.326	3.557	1.185	0.889	2.511	4.446	6	6	0.296	NA	5.07	4.056	15	0	1	1	TRUE	TRUE
965	32	40	A1-B1	A1-B2	1.742835012	1.183431953	1.934	11.325	1.108	1.092	3.042	12.417	6	6	0.281	0.39	5.164	5.07	9	6	2	0	TRUE	FALSE
966	1	23	A2-B2	A2-B1	2.169625247	0.986193294	1.264	3.744	0.795	1.435	2.059	5.179	6	6	0.577	0.546	5.07	5.07	11	5	0	0	TRUE	FALSE
967	4	28	A2-B2	A2-B1	3.353057199	1.972386588	0.983	0.826	1.076	1.248	2.059	2.074	6	6	0.328	0.343	5.07	5.07	17	10	0	2	TRUE	FALSE
968	20	30	A2-B2	A2-B1	2.564102564	1.948558067	1.123	7.488	1.263	1.279	2.386	8.767	6	6	0.468	0.749	5.07	5.132	13	10	0	0	TRUE	FALSE
969	24	31	A2-B2	A2-B1	3.15581854	2.169625247	1.014	1.03	1.154	0.749	2.168	1.779	6	6	0.343	0.343	5.07	5.07	16	11	0	1	TRUE	FALSE
970	25	36	A2-B2	A2-B1	0.246548323	0.246548323	7.581	14.493	0.999	1.279	8.58	15.772	6	6	0.702	0.374	4.056	4.056	1	1	0	0	FALSE	TRUE
971	7	3	B1-A2	B1-A1	3.15581854	1.57790927	1.263	1.294	1.42	1.311	2.683	2.605	6	6	0.312	0.468	5.07	5.07	16	8	1	2	TRUE	FALSE
972	16	9	B1-A2	B1-A1	1.380670611	0.788954635	0.889	1.108	3.307	1.872	4.196	2.98	6	6	0.359	0.312	5.07	5.07	7	4	5	0	TRUE	FALSE
973	34	21	B1-A2	B1-A1	3.474903475	2.169625247	1.732	3.463	1.42	1.092	3.152	4.555	6	6	0.266	0.78	5.18	5.07	18	11	0	0	TRUE	FALSE
974	35	27	B1-A2	B1-A1	2.904725019	0	2.324	8.798	1.903	1.701	4.227	10.499	6	6	0.375	NA	5.164	4.057	15	0	0	0	TRUE	TRUE
975	39	33	B1-A2	B1-A1	2.330549621	3.15581854	2.823	4.742	0.89	1.123	3.713	5.865	6	6	0.328	0.343	5.149	5.07	12	16	0	0	TRUE	FALSE
976	5	2	B2-A1	B2-A2	2.761341223	1.972386588	3.682	2.98	1.747	1.123	5.429	4.103	6	6	0.421	0.468	5.07	5.07	14	10	0	0	TRUE	FALSE
977	14	6	B2-A1	B2-A2	2.564102564	1.380670611	1.092	2.699	1.139	1.966	2.231	4.665	6	6	0.297	0.406	5.07	5.07	13	7	1	0	TRUE	FALSE
978	22	13	B2-A1	B2-A2	2.761341223	1.380670611	1.451	1.061	0.92	0.936	2.371	1.997	6	6	0.358	0.327	5.07	5.07	14	7	0	0	TRUE	FALSE
979	26	19	B2-A1	B2-A2	1.972386588	0	1.279	6.599	1.264	0.951	2.543	7.55	6	6	0.437	NA	5.07	4.056	10	0	2	0	TRUE	TRUE
980	38	37	B2-A1	B2-A2	2.761341223	0.246548323	0.889	1.685	1.404	1.061	2.293	2.746	6	6	0.437	0.297	5.07	4.056	14	1	1	0	TRUE	TRUE
981	1	3	A1-B1	A1-B2	2.169625247	0.493096647	0.514	1.732	1.451	0.998	1.965	2.73	6	6	0.437	0.359	5.07	4.056	11	2	1	0	TRUE	TRUE
982	27	7	A1-B1	A1-B2	0.246487552	0	7.909	18.751	1.576	0.905	9.485	19.656	6	6	0.702	NA	4.057	4.056	1	0	0	0	FALSE	TRUE
983	31	16	A1-B1	A1-B2	2.564102564	1.183431953	2.168	1.451	1.857	1.248	4.025	2.699	6	6	0.312	0.358	5.07	5.07	13	6	0	0	TRUE	FALSE
984	35	19	A1-B1	A1-B2	2.169625247	0	0.873	12.745	1.358	1.841	2.231	14.586	6	6	0.39	NA	5.07	4.072	11	0	0	0	TRUE	TRUE
985	36	29	A1-B1	A1-B2	1.936483346	0	2.667	5.772	1.95	1.466	4.617	7.238	6	6	0.702	NA	5.164	4.056	10	0	1	0	TRUE	TRUE
986	6	4	A2-B2	A2-B1	2.958579882	0.591715976	1.264	0.655	1.123	0.749	2.387	1.404	6	6	0.296	0.468	5.07	5.07	15	3	0	0	TRUE	FALSE
987	13	15	A2-B2	A2-B1	0	0.788954635	5.6	0.905	2.278	1.108	7.878	2.013	6	6	NA	0.312	4.056	5.07	0	4	0	0	FALSE	FALSE
988	21	25	A2-B2	A2-B1	0.493096647	0	8.752	13.416	0.905	1.357	9.657	14.773	6	6	1.029	NA	4.056	4.056	2	0	0	0	FALSE	TRUE
989	26	32	A2-B2	A2-B1	2.564102564	0.59159929	0.905	9.766	1.42	1.841	2.325	11.607	6	6	0.406	0.469	5.07	5.071	13	3	0	0	TRUE	FALSE
990	28	37	A2-B2	A2-B1	2.169625247	0	3.011	9.906	1.638	1.31	4.649	11.216	6	6	0.327	NA	5.07	4.056	11	0	0	0	TRUE	TRUE
991	8	5	B1-A2	B1-A1	3.353057199	0.246548323	1.248	0.89	1.389	1.185	2.637	2.075	6	6	0.249	0.608	5.07	4.056	17	1	0	0	TRUE	TRUE
992	12	11	B1-A2	B1-A1	2.761341223	1.183431953	1.045	0.811	1.107	1.482	2.152	2.293	6	6	0.312	0.421	5.07	5.07	14	6	1	1	TRUE	FALSE
993	18	23	B1-A2	B1-A1	2.564102564	0.493096647	9.313	9.11	1.997	1.436	11.31	10.546	6	6	0.452	1.84	5.07	4.056	13	2	0	0	TRUE	TRUE
994	24	30	B1-A2	B1-A1	3.15581854	0.788954635	1.263	1.045	0.983	2.231	2.246	3.276	6	6	0.343	0.515	5.07	5.07	16	4	0	3	TRUE	FALSE
995	39	40	B1-A2	B1-A1	1.380670611	0.591715976	1.326	19.141	1.732	1.388	3.058	20.529	6	6	0.421	0.468	5.07	5.07	7	3	0	0	TRUE	FALSE
996	17	2	B2-A1	B2-A2	2.958579882	0	1.7	6.63	1.232	1.482	2.932	8.112	6	6	0.312	NA	5.07	4.056	15	0	0	0	TRUE	TRUE
997	20	9	B2-A1	B2-A2	2.169625247	0	1.606	6.645	1.061	1.592	2.667	8.237	6	6	0.406	NA	5.07	4.056	11	0	0	0	TRUE	TRUE
998	22	10	B2-A1	B2-A2	2.564102564	0	1.326	1.279	1.31	1.466	2.636	2.745	6	6	0.406	NA	5.07	4.056	13	0	0	0	TRUE	TRUE
999	33	14	B2-A1	B2-A2	3.15581854	0	1.154	1.029	0.811	1.638	1.965	2.667	6	6	0.343	NA	5.07	4.056	16	0	0	0	TRUE	TRUE
1000	38	34	B2-A1	B2-A2	1.380398344	0.246548323	1.326	9.048	1.482	1.451	2.808	10.499	6	6	0.562	0.437	5.071	4.056	7	1	0	0	TRUE	TRUE
1001	4	5	A1-B1	A1-B2	1.57790927	0	2.917	1.326	1.482	1.076	4.399	2.402	6	6	0.827	NA	5.07	4.056	8	0	0	0	TRUE	TRUE
1002	7	6	A1-B1	A1-B2	2.861503243	0.788799053	1.529	3.135	0.983	0.999	2.512	4.134	6	6	0.25	0.375	5.242	5.071	15	4	1	0	TRUE	FALSE
1003	28	18	A1-B1	A1-B2	2.495201536	0.986193294	5.007	1.185	0.936	1.326	5.943	2.511	6	6	0.515	0.421	5.21	5.07	13	5	0	0	TRUE	FALSE
1004	30	34	A1-B1	A1-B2	2.366863905	1.183431953	1.201	14.103	1.248	0.92	2.449	15.023	6	6	0.39	0.437	5.07	5.07	12	6	1	0	TRUE	FALSE
1005	36	39	A1-B1	A1-B2	2.289202594	1.380670611	7.285	1.248	1.342	1.092	8.627	2.34	6	6	0.39	0.359	5.242	5.07	12	7	0	1	TRUE	FALSE
1006	3	8	A2-B2	A2-B1	1.775147929	0.246548323	1.232	9.75	1.03	1.529	2.262	11.279	6	6	0.39	0.577	5.07	4.056	9	1	0	0	TRUE	TRUE
1007	9	13	A2-B2	A2-B1	2.169625247	0.246548323	1.045	2.247	1.076	1.404	2.121	3.651	6	6	0.421	0.499	5.07	4.056	11	1	1	0	TRUE	TRUE
1008	15	17	A2-B2	A2-B1	2.169625247	0	1.607	1.326	1.263	1.28	2.87	2.606	6	6	0.593	NA	5.07	4.056	11	0	1	0	TRUE	TRUE
1009	21	23	A2-B2	A2-B1	1.775147929	1.775147929	8.034	1.03	1.31	1.7	9.344	2.73	6	6	0.562	0.437	5.07	5.07	9	9	1	4	TRUE	FALSE
1010	22	38	A2-B2	A2-B1	0.493096647	0.788954635	15.163	8.518	1.108	1.638	16.271	10.156	6	6	0.577	0.702	4.056	5.07	2	4	0	0	FALSE	FALSE
1011	1	10	B1-A2	B1-A1	2.761341223	0.246548323	6.724	3.292	0.686	1.107	7.41	4.399	6	6	0.686	0.452	5.07	4.056	14	1	0	0	TRUE	TRUE
1012	20	16	B1-A2	B1-A1	2.760796687	0.246548323	1.295	9.969	1.311	1.996	2.606	11.965	6	6	0.281	0.546	5.071	4.056	14	1	0	0	TRUE	TRUE
1013	25	31	B1-A2	B1-A1	1.972386588	0	12.137	10.374	1.17	0.827	13.307	11.201	6	6	0.499	NA	5.07	4.056	10	0	1	0	TRUE	TRUE
1014	27	33	B1-A2	B1-A1	2.366863905	1.183431953	1.138	1.076	1.389	1.092	2.527	2.168	6	6	0.421	0.437	5.07	5.07	12	6	0	1	TRUE	FALSE
1015	35	40	B1-A2	B1-A1	1.57790927	0.591715976	1.95	1.451	2.762	0.858	4.712	2.309	6	6	0.421	0.5	5.07	5.07	8	3	1	0	TRUE	FALSE
1016	11	2	B2-A1	B2-A2	1.972386588	0.591715976	1.154	3.884	1.233	1.763	2.387	5.647	6	6	0.39	0.655	5.07	5.07	10	3	0	0	TRUE	FALSE
1017	12	19	B2-A1	B2-A2	0.493096647	0.788954635	5.023	1.388	1.498	1.28	6.521	2.668	6	6	0.422	0.39	4.056	5.07	2	4	0	0	FALSE	FALSE
1018	14	26	B2-A1	B2-A2	1.775147929	0	1.092	1.825	1.467	1.373	2.559	3.198	6	6	0.405	NA	5.07	4.056	9	0	1	0	TRUE	TRUE
1019	24	29	B2-A1	B2-A2	2.905287623	0	2.777	7.27	2.48	1.326	5.257	8.596	6	6	0.905	NA	5.163	4.056	15	0	7	0	TRUE	TRUE
1020	37	32	B2-A1	B2-A2	1.95427008	0	18.455	5.023	0.998	1.108	19.453	6.131	6	6	0.577	NA	5.117	4.056	10	0	0	0	TRUE	TRUE
1021	6	7	A1-B1	A1-B2	2.35941801	0	0.921	21.31	1.217	1.092	2.138	22.402	6	6	0.437	NA	5.086	4.056	12	0	0	0	TRUE	TRUE
1022	8	9	A1-B1	A1-B2	2.169625247	0	0.78	9.36	1.654	1.31	2.434	10.67	6	6	0.39	NA	5.07	4.056	11	0	2	0	TRUE	TRUE
1023	12	23	A1-B1	A1-B2	2.366863905	0	1.684	28.112	2.028	1.341	3.712	29.453	6	6	0.406	NA	5.07	4.056	12	0	3	0	TRUE	TRUE
1024	27	28	A1-B1	A1-B2	0.493096647	0.591715976	1.888	2.496	1.279	1.248	3.167	3.744	6	6	0.608	0.608	4.056	5.07	2	3	0	0	FALSE	FALSE
1025	39	40	A1-B1	A1-B2	1.57790927	0	7.628	11.981	1.467	1.326	9.095	13.307	6	6	0.468	NA	5.07	4.056	8	0	1	0	TRUE	TRUE
1026	25	2	A2-B2	A2-B1	1.775147929	0	2.402	14.399	1.529	1.7	3.931	16.099	6	6	0.562	NA	5.07	4.056	9	0	0	0	TRUE	TRUE
1027	26	11	A2-B2	A2-B1	0	0.591715976	10.811	1.81	1.888	1.404	12.699	3.214	6	6	NA	0.468	4.057	5.07	0	3	1	0	FALSE	FALSE
1028	33	15	A2-B2	A2-B1	1.972386588	0	1.014	15.538	1.779	1.388	2.793	16.926	6	6	0.531	NA	5.07	4.056	10	0	1	0	TRUE	TRUE
1029	37	31	A2-B2	A2-B1	1.57790927	0.986193294	16.77	19.36	1.045	1.029	17.815	20.389	6	6	0.437	0.842	5.07	5.07	8	5	1	0	TRUE	FALSE
1030	38	35	A2-B2	A2-B1	0	0	23.244	2.356	1.56	0.967	24.804	3.323	6	6	NA	NA	4.056	4.056	0	0	0	0	FALSE	TRUE
1031	1	13	B1-A2	B1-A1	2.761341223	0	4.68	11.154	1.591	3.401	6.271	14.555	6	6	0.343	NA	5.07	4.056	14	0	0	3	TRUE	TRUE
1032	3	19	B1-A2	B1-A1	0.246548323	0.246548323	1.045	1.216	1.685	1.498	2.73	2.714	6	6	0.374	0.421	4.056	4.056	1	1	0	1	FALSE	TRUE
