index	oiposi	oinega	pname	nname	crposi	crnega	mlposi	mlnega	mdposi	mdnega	mtposi	mtnega	mfposi	mfnega	clposi	clnega	ctposi	ctnega	cfposi	cfnega	fbkposi	fbknega	pright	nright
474	28	29	B1-A2	B1-A1	1.380670611	0.246548323	1.045	0.952	0.811	0.811	1.856	1.763	6	6	0.639	2.62	5.07	4.056	7	1	1	0	TRUE	TRUE
475	34	32	B1-A2	B1-A1	1.775147929	0	1.28	1.513	1.029	1.014	2.309	2.527	6	6	0.468	NA	5.07	4.056	9	0	0	0	TRUE	TRUE
476	14	1	B2-A1	B2-A2	1.380670611	0.493096647	1.482	4.337	1.513	1.435	2.995	5.772	6	6	0.515	0.593	5.07	4.056	7	2	4	0	TRUE	TRUE
477	31	8	B2-A1	B2-A2	1.775147929	1.380670611	2.511	1.763	1.389	2.356	3.9	4.119	6	6	0.561	0.546	5.07	5.07	9	7	0	2	TRUE	FALSE
478	35	17	B2-A1	B2-A2	1.183431953	0.246548323	1.311	0.873	1.778	1.732	3.089	2.605	6	6	0.702	0.499	5.07	4.056	6	1	1	1	TRUE	TRUE
479	37	33	B2-A1	B2-A2	1.380670611	1.972386588	2.216	1.201	1.357	1.669	3.573	2.87	6	6	0.826	0.577	5.07	5.07	7	10	1	0	TRUE	FALSE
480	38	36	B2-A1	B2-A2	1.183431953	1.775147929	0.717	1.029	1.56	2.184	2.277	3.213	6	6	0.515	0.702	5.07	5.07	6	9	1	0	TRUE	FALSE
481	20	9	A1-B1	A1-B2	1.577598107	0.591715976	2.418	2.247	1.014	3.385	3.432	5.632	6	6	0.39	0.764	5.071	5.07	8	3	0	2	TRUE	FALSE
482	26	22	A1-B1	A1-B2	1.775147929	1.380670611	4.368	1.357	0.733	1.903	5.101	3.26	6	6	0.53	3.526	5.07	5.07	9	7	0	0	TRUE	FALSE
483	30	24	A1-B1	A1-B2	1.380670611	0	1.217	1.451	0.998	1.232	2.215	2.683	6	6	0.686	NA	5.07	4.056	7	0	0	0	TRUE	TRUE
484	37	31	A1-B1	A1-B2	2.169625247	0.986193294	0.67	3.073	1.124	1.014	1.794	4.087	6	6	0.546	0.718	5.07	5.07	11	5	0	1	TRUE	FALSE
485	38	39	A1-B1	A1-B2	1.775147929	0	3.713	2.574	1.732	2.589	5.445	5.163	6	6	0.531	NA	5.07	4.056	9	0	0	0	TRUE	TRUE
486	1	4	A2-B2	A2-B1	1.972386588	2.564102564	38.36	0.577	1.404	0.718	39.764	1.295	6	6	0.437	0.406	5.07	5.07	10	13	0	0	TRUE	FALSE
487	15	11	A2-B2	A2-B1	1.966181675	1.775147929	6.022	1.357	1.373	1.498	7.395	2.855	6	6	0.531	0.359	5.086	5.07	10	9	0	0	TRUE	FALSE
488	16	21	A2-B2	A2-B1	1.57790927	0	2.2	1.404	1.388	0.983	3.588	2.387	6	6	0.546	NA	5.07	4.056	8	0	5	0	TRUE	TRUE
489	25	29	A2-B2	A2-B1	1.380670611	0.986193294	1.233	1.576	1.622	2.355	2.855	3.931	6	6	0.764	1.045	5.07	5.07	7	5	0	0	TRUE	FALSE
490	40	36	A2-B2	A2-B1	1.380670611	0	2.636	1.045	1.935	1.841	4.571	2.886	6	6	0.655	NA	5.07	4.057	7	0	0	0	TRUE	TRUE
491	3	2	B1-A2	B1-A1	0.591715976	3.747534517	1.653	1.545	0.858	1.466	2.511	3.011	6	6	0.546	1.326	5.07	5.07	3	19	0	0	TRUE	FALSE
492	6	5	B1-A2	B1-A1	0.986193294	0.788954635	2.402	0.827	1.295	1.31	3.697	2.137	6	6	0.546	0.717	5.07	5.07	5	4	0	0	TRUE	FALSE
493	10	19	B1-A2	B1-A1	1.380670611	0.493096647	1.108	0.811	2.012	0.998	3.12	1.809	6	6	0.671	1.918	5.07	4.056	7	2	0	0	TRUE	TRUE
494	13	27	B1-A2	B1-A1	1.57790927	0	1.482	2.714	1.092	1.311	2.574	4.025	6	6	0.421	NA	5.07	4.056	8	0	0	0	TRUE	TRUE
495	14	35	B1-A2	B1-A1	1.183431953	0	1.123	1.373	1.872	1.217	2.995	2.59	6	6	1.03	NA	5.07	4.056	6	0	4	0	TRUE	TRUE
496	8	7	B2-A1	B2-A2	1.380670611	0.493096647	1.388	1.7	1.732	2.028	3.12	3.728	6	6	0.53	1.029	5.07	4.056	7	2	0	0	TRUE	TRUE
497	23	12	B2-A1	B2-A2	1.57790927	0	1.763	2.09	1.31	1.669	3.073	3.759	6	6	0.499	NA	5.07	4.056	8	0	1	0	TRUE	TRUE
498	28	17	B2-A1	B2-A2	1.57294534	0	1.061	1.919	2.215	1.56	3.276	3.479	6	6	0.967	NA	5.086	4.056	8	0	0	0	TRUE	TRUE
499	32	18	B2-A1	B2-A2	2.366863905	2.169625247	1.17	3.011	1.56	1.888	2.73	4.899	6	6	0.608	1.092	5.07	5.07	12	11	0	0	TRUE	FALSE
500	33	34	B2-A1	B2-A2	1.57790927	0.246548323	1.794	1.591	1.419	1.014	3.213	2.605	6	6	0.702	1.856	5.07	4.056	8	1	2	1	TRUE	TRUE
501	3	13	A1-B1	A1-B2	1.775147929	0.788954635	1.279	0.952	0.905	1.108	2.184	2.06	6	6	0.64	0.39	5.07	5.07	9	4	0	1	TRUE	FALSE
502	10	22	A1-B1	A1-B2	2.169625247	0	1.108	2.137	1.326	0.795	2.434	2.932	6	6	0.297	NA	5.07	4.056	11	0	0	0	TRUE	TRUE
503	15	28	A1-B1	A1-B2	1.972386588	0.986193294	0.983	1.794	0.858	1.31	1.841	3.104	6	6	0.312	0.92	5.07	5.07	10	5	1	0	TRUE	FALSE
504	24	32	A1-B1	A1-B2	1.57790927	1.775147929	1.482	2.714	1.373	1.279	2.855	3.993	6	6	0.312	0.998	5.07	5.07	8	9	0	1	TRUE	FALSE
505	26	35	A1-B1	A1-B2	1.972386588	1.148105626	1.778	1.794	0.999	1.732	2.777	3.526	6	6	0.561	0.499	5.07	5.226	10	6	0	0	TRUE	FALSE
506	4	7	A2-B2	A2-B1	1.380670611	2.760796687	1.076	0.78	1.81	1.202	2.886	1.982	6	6	0.608	0.39	5.07	5.071	7	14	0	2	TRUE	FALSE
507	5	14	A2-B2	A2-B1	1.775147929	0.246548323	1.061	1.279	1.201	1.685	2.262	2.964	6	6	0.374	0.453	5.07	4.056	9	1	0	1	TRUE	TRUE
508	23	21	A2-B2	A2-B1	1.380670611	2.761341223	1.857	6.037	1.217	0.718	3.074	6.755	6	6	0.578	0.312	5.07	5.07	7	14	0	1	TRUE	FALSE
509	36	37	A2-B2	A2-B1	1.141335362	0.788954635	0.78	5.008	2.777	1.513	3.557	6.521	6	6	0.468	0.483	5.257	5.07	6	4	2	0	TRUE	FALSE
510	38	40	A2-B2	A2-B1	2.913752914	0.246548323	0.874	0.998	1.326	2.73	2.2	3.728	6	6	0.422	0.577	5.148	4.056	15	1	0	1	TRUE	TRUE
511	8	2	B1-A2	B1-A1	1.380670611	0.788954635	1.326	0.936	1.95	1.732	3.276	2.668	6	6	0.437	2.246	5.07	5.07	7	4	1	0	TRUE	FALSE
512	11	6	B1-A2	B1-A1	1.972386588	1.57790927	1.061	1.295	1.076	1.794	2.137	3.089	6	6	0.437	0.5	5.07	5.07	10	8	0	0	TRUE	FALSE
513	17	9	B1-A2	B1-A1	1.775147929	1.77479787	1.513	0.78	1.513	1.264	3.026	2.044	6	6	0.374	0.531	5.07	5.071	9	9	0	0	TRUE	FALSE
514	20	12	B1-A2	B1-A1	1.972386588	3.15581854	6.926	1.217	1.186	0.764	8.112	1.981	6	6	0.671	0.515	5.07	5.07	10	16	2	1	TRUE	FALSE
515	27	25	B1-A2	B1-A1	1.57790927	0	0.936	1.092	1.108	1.014	2.044	2.106	6	6	0.78	NA	5.07	4.056	8	0	0	0	TRUE	TRUE
516	1	18	B2-A1	B2-A2	0.788954635	0.591715976	5.319	1.934	1.108	1.451	6.427	3.385	6	6	0.53	0.686	5.07	5.07	4	3	1	0	TRUE	FALSE
517	16	30	B2-A1	B2-A2	1.775147929	2.169625247	1.466	1.638	1.513	1.294	2.979	2.932	6	6	0.468	0.624	5.07	5.07	9	11	0	0	TRUE	FALSE
518	19	33	B2-A1	B2-A2	1.183431953	0.986193294	2.059	1.17	1.716	2.262	3.775	3.432	6	6	0.359	0.827	5.07	5.07	6	5	0	1	TRUE	FALSE
519	29	34	B2-A1	B2-A2	2.564102564	1.972386588	0.78	1.888	1.045	1.731	1.825	3.619	6	6	0.577	0.499	5.07	5.07	13	10	0	1	TRUE	FALSE
520	31	39	B2-A1	B2-A2	2.169625247	0.986193294	1.341	1.17	1.248	1.03	2.589	2.2	6	6	0.468	0.64	5.07	5.07	11	5	1	0	TRUE	FALSE
521	13	9	A1-B1	A1-B2	1.183431953	0	1.482	2.902	0.655	1.248	2.137	4.15	6	6	1.513	NA	5.07	4.056	6	0	0	0	TRUE	TRUE
522	15	11	A1-B1	A1-B2	0.246487552	0	4.196	1.326	1.623	1.185	5.819	2.511	6	6	0.874	NA	4.057	4.056	1	0	2	0	FALSE	TRUE
523	32	19	A1-B1	A1-B2	1.183431953	0	1.014	1.139	1.326	2.074	2.34	3.213	6	6	1.388	NA	5.07	4.056	6	0	0	0	TRUE	TRUE
524	38	35	A1-B1	A1-B2	1.972386588	0.493096647	1.872	0.749	2.012	1.154	3.884	1.903	6	6	0.593	3.089	5.07	4.056	10	2	1	0	TRUE	TRUE
525	39	37	A1-B1	A1-B2	0.591715976	0	1.934	2.964	1.233	1.607	3.167	4.571	6	6	0.702	NA	5.07	4.056	3	0	0	1	TRUE	TRUE
526	3	5	A2-B2	A2-B1	1.57790927	0.493096647	2.949	0.983	2.028	1.248	4.977	2.231	6	6	0.53	3.308	5.07	4.056	8	2	0	0	TRUE	TRUE
527	6	16	A2-B2	A2-B1	1.775147929	1.775147929	2.184	2.839	1.373	1.092	3.557	3.931	6	6	0.702	2.324	5.07	5.07	9	9	0	1	TRUE	FALSE
